Timestamp;Visitors
2024-11-21T18:10:04.837437Z;169
2024-11-21T18:20:06.502124Z;166
2024-11-21T18:30:05.947215Z;166
2024-11-21T18:40:05.670751Z;158
2024-11-21T18:50:05.209784Z;139
2024-11-21T19:00:05.084356Z;139
2024-11-21T19:10:05.443826Z;125
2024-11-21T19:20:04.577809Z;112
2024-11-21T19:30:03.970290Z;112
2024-11-21T19:40:06.375039Z;105
2024-11-21T19:50:04.951285Z;93
2024-11-21T20:00:07.789649Z;93
2024-11-21T20:10:04.958584Z;80
2024-11-21T20:20:05.234820Z;66
2024-11-21T20:30:06.233627Z;66
2024-11-21T20:40:06.224343Z;48
2024-11-21T20:50:05.001011Z;34
2024-11-21T21:00:06.747806Z;34
2024-11-21T21:10:07.621004Z;7
2024-11-21T21:20:07.868950Z;3
2024-11-21T21:30:04.691803Z;3
2024-11-21T21:40:05.228331Z;3
2024-11-21T21:50:04.613935Z;3
2024-11-21T22:00:05.446796Z;3
2024-11-21T22:10:04.709833Z;—
2024-11-21T22:20:06.021780Z;—
2024-11-21T22:30:21.712391Z;—
2024-11-21T22:40:04.981187Z;—
2024-11-21T22:50:04.159213Z;—
2024-11-21T23:00:06.815556Z;—
2024-11-21T23:10:04.687247Z;—
2024-11-22T05:10:05.339737Z;1
2024-11-22T05:20:04.698608Z;20
2024-11-22T05:30:05.228809Z;20
2024-11-22T05:40:04.753688Z;22
2024-11-22T05:50:04.783820Z;29
2024-11-22T06:00:05.325846Z;29
2024-11-22T06:10:05.241854Z;33
2024-11-22T06:20:07.657687Z;37
2024-11-22T06:30:07.689982Z;37
2024-11-22T06:40:05.697982Z;38
2024-11-22T06:50:04.615819Z;39
2024-11-22T07:00:10.663516Z;39
2024-11-22T07:10:04.650598Z;41
2024-11-22T07:20:05.819833Z;42
2024-11-22T07:30:09.547183Z;42
2024-11-22T07:40:06.236436Z;48
2024-11-22T07:50:04.516185Z;53
2024-11-22T08:00:06.251964Z;53
2024-11-22T08:10:08.009838Z;63
2024-11-22T08:20:05.477815Z;59
2024-11-22T08:30:10.249680Z;59
2024-11-22T08:40:04.942941Z;70
2024-11-22T08:50:05.332959Z;82
2024-11-22T09:00:05.670757Z;82
2024-11-22T09:10:05.707000Z;105
2024-11-22T09:20:04.978611Z;101
2024-11-22T09:30:04.664866Z;101
2024-11-22T09:40:10.175870Z;98
2024-11-22T09:50:05.330872Z;97
2024-11-22T10:00:05.968902Z;97
2024-11-22T10:10:05.281794Z;103
2024-11-22T10:20:11.400337Z;104
2024-11-22T10:30:04.780456Z;104
2024-11-22T10:40:05.275834Z;88
2024-11-22T10:50:05.444933Z;88
2024-11-22T11:00:06.583143Z;88
2024-11-22T11:10:04.421514Z;116
2024-11-22T11:20:04.825029Z;123
2024-11-22T11:30:08.053000Z;123
2024-11-22T11:40:05.072519Z;124
2024-11-22T11:50:05.762785Z;127
2024-11-22T12:00:05.534028Z;127
2024-11-22T12:10:06.470058Z;111
2024-11-22T12:20:05.074821Z;91
2024-11-22T12:30:05.309290Z;91
2024-11-22T12:40:05.814615Z;77
2024-11-22T12:50:04.415813Z;75
2024-11-22T13:00:08.072530Z;75
2024-11-22T13:10:05.538818Z;76
2024-11-22T13:20:05.864343Z;77
2024-11-22T13:30:05.677779Z;77
2024-11-22T13:40:08.455312Z;86
2024-11-22T13:50:04.501973Z;95
2024-11-22T14:00:05.413822Z;95
2024-11-22T14:10:04.892190Z;96
2024-11-22T14:20:04.955209Z;88
2024-11-22T14:30:04.930063Z;88
2024-11-22T14:40:05.029274Z;87
2024-11-22T14:50:04.524014Z;87
2024-11-22T15:00:07.012676Z;87
2024-11-22T15:10:05.747650Z;86
2024-11-22T15:20:04.641742Z;87
2024-11-22T15:30:05.489196Z;87
2024-11-22T15:40:05.195041Z;90
2024-11-22T15:50:04.419552Z;99
2024-11-22T16:00:05.391115Z;99
2024-11-22T16:10:05.185495Z;119
2024-11-22T16:20:07.304758Z;122
2024-11-22T16:30:05.809423Z;122
2024-11-22T16:40:04.377343Z;126
2024-11-22T16:50:05.578085Z;140
2024-11-22T17:00:09.468086Z;140
2024-11-22T17:10:04.636943Z;143
2024-11-22T17:20:05.144726Z;150
2024-11-22T17:30:05.816090Z;150
2024-11-22T17:40:04.074903Z;159
2024-11-22T17:50:04.628462Z;159
2024-11-22T18:00:07.477693Z;159
2024-11-22T18:10:04.827322Z;154
2024-11-22T18:20:04.414019Z;146
2024-11-22T18:30:09.014889Z;146
2024-11-22T18:40:04.251498Z;141
2024-11-22T18:50:05.540449Z;120
2024-11-22T19:00:06.846571Z;120
2024-11-22T19:10:06.210336Z;113
2024-11-22T19:20:04.395864Z;111
2024-11-22T19:30:07.342037Z;111
2024-11-22T19:40:08.844258Z;110
2024-11-22T19:50:05.138327Z;104
2024-11-22T20:00:06.603005Z;104
2024-11-22T20:10:09.645950Z;98
2024-11-22T20:20:06.821605Z;79
2024-11-22T20:30:05.552241Z;79
2024-11-22T20:40:04.577338Z;64
